0,1,2,3,4,5,6,7,8,9
-1.0200188764748266,2.3331228618292683,-1.3771890580231176,-0.43318387767512123,-0.15755287440187368,-0.4380188136411302,-1.6391584527669647,-0.19851091217278183,-0.25481930799261127,0.2054214648804493
-0.6238466365411774,2.4642591844825428,0.4519401795352466,-0.0497800461063248,-0.6416985333722158,0.24125866635326254,-0.6781621124997367,-1.753637874269987,-0.13467610120012277,-1.0703524642719373
-0.3678073828476158,2.1282214321725044,-0.5237316734131955,-0.32076269004918423,-0.8319758090620746,-0.3096630616993119,-0.6477908254550414,-1.0310642942563453,-0.22104495441768687,-0.7713384365244911
3.5016341738195305,-0.3959433098940518,-0.09677875755858036,-0.779025140036243,1.1386010892840301,-1.6442449031343505,-0.47488772001988366,-0.5987742116007855,-0.7585364069407176,0.32385234868707
-1.0217556947415607,2.3315764734824485,-1.3763496221018157,-0.4314052682208611,-0.15551110646817443,-0.43579624542997125,-1.6337971504981026,-0.19496889285403024,-0.2513561334036486,0.20691924783265922
-0.9704759467408367,2.281854933231443,-1.133136697516278,-0.41352041207937285,-0.030358189876003725,-0.6238990635537273,-1.6561140068400824,-0.1861512648096006,-0.26644018020267995,0.24101543581648258
-0.414069517161591,2.1503072008657496,-0.779399358346451,-0.7264763106758667,0.29676545872774346,-1.3085648877800429,-0.43299938251953174,-0.7276303538121174,-0.7842542073134289,-0.41463076412243594
-2.153730995033644,0.5870810710018985,-1.114512747095095,0.4714660016050001,1.1839828974468083,-0.03480338815144638,-1.6089642518750824,-1.627666648627241,-1.277055239446802,-0.6543425185241963
-0.676902777776401,1.322575255552849,-1.5432287700979455,0.1242331539774942,0.5877723934729571,-0.11486288790231793,-1.589169378140347,-0.5068257539070483,-0.726329379371246,-0.7011836500455334
-0.45015067008645543,2.447747421982537,-0.44631501886018127,-0.07872219387616898,-0.21691008069012024,-1.486120504565738,-0.3408993052274992,-0.2955066754079794,-1.0546302695441525,-0.6987837382551094
-2.3945386890324087,1.7011017407353906,-0.37586099545784224,-0.28044090146341116,-0.746610376770079,-1.6743137207684644,-1.1477483392079428,-0.05713233708606877,-1.1857270204558126,0.08029836068698049
1.746555660246808,1.3218081887162771,-0.47477871281717504,3.0263395088659,-2.481471686844843,-0.8945188856274459,-2.3535005231944037,0.049186994318883306,2.374116303312303,-1.811799410168589
1.811921440242952,-0.47591812472682354,2.380689542937047,-0.08774178295513332,0.14786178983548606,-2.0955747884318914,-1.0306947462779443,-0.7484238359936348,-0.6384236729326398,0.5732435570557557
3.704875186194293,1.2034583922526374,0.847481447917263,4.468966321002695,-2.461024363446411,-0.688025282843573,-0.17813994443329872,0.0972966320957826,-2.281624601031184,-0.1289512363640008
0.45287392313219593,1.1178543307196829,0.6654134458760377,-0.4219447050563266,0.12250738004973478,-1.3113733682865,-1.8323504811910856,0.3440859721885108,-0.4898563739052433,0.8180017829498989
1.2529325017248047,0.9319523286524067,-0.7826560136620252,1.1005635241390028,-0.776789569993748,-1.3693849100709607,-0.9059448023810908,-0.16176794771866154,-0.05881263698451336,-1.3071780041203473
0.8922753739834424,1.9498582989132245,-0.810117988799348,-0.8843569911205881,-0.22729377183645688,-1.49424148620873,0.10358656302665925,-0.19545654252813002,-0.8071052906810037,-0.9346722070171204
-0.4599837051430823,0.7471473172141392,0.09760102172879229,0.353420634801381,0.6941327846117326,-0.5784607304626703,-2.041274211170817,0.025441294810910516,-1.049593614899313,-0.3000846809672162
-0.5950867895569764,0.9070665676980039,-1.1819892088878612,0.7008527893632794,0.8711563703534151,-1.2643372306320229,-1.3318627857973184,0.042995157429111724,-1.422422350162654,-0.7402712480232713
